event_id,customer_id,product_id,event_type,event_ts,session_id,platform
128,4805,1925,view,2023-05-16 00:00:00,sess_0000013,Mobile Web
129,3318,1866,add_to_cart,2024-07-16 00:00:00,sess_0000013,Android App
130,2194,853,add_to_cart,2024-01-12 00:00:00,sess_0000013,Web
131,2947,824,checkout,2023-09-11 00:00:00,sess_0000014,Web
132,648,1384,view,2023-10-06 00:00:00,sess_0000014,iOS App
133,96,1418,add_to_cart,2024-06-01 00:00:00,sess_0000014,iOS App
134,1769,1107,view,2024-01-09 00:00:00,sess_0000014,Mobile Web
135,3999,812,add_to_cart,2024-07-25 00:00:00,sess_0000014,Web
136,4656,1173,view,2023-04-28 00:00:00,sess_0000014,Android App
137,4415,718,view,2023-06-06 00:00:00,sess_0000014,Android App
138,4337,1751,checkout,2023-09-05 00:00:00,sess_0000014,Web
139,1253,3,view,2023-09-29 00:00:00,sess_0000014,iOS App
140,657,896,remove_from_cart,2023-04-29 00:00:00,sess_0000014,Android App
141,2598,1206,remove_from_cart,2024-11-05 00:00:00,sess_0000015,Web
142,4662,586,view,2023-03-21 00:00:00,sess_0000015,Mobile Web
143,4498,1090,checkout,2023-04-09 00:00:00,sess_0000015,Mobile Web
144,1835,510,view,2023-07-26 00:00:00,sess_0000015,iOS App
145,346,1246,add_to_cart,2023-11-16 00:00:00,sess_0000015,Android App
146,3925,1686,view,2024-07-10 00:00:00,sess_0000015,Android App
147,565,1480,purchase,2023-09-22 00:00:00,sess_0000015,Web
148,738,449,add_to_cart,2024-08-14 00:00:00,sess_0000015,Web
149,4721,605,checkout,2023-02-08 00:00:00,sess_0000015,Android App
150,583,1855,remove_from_cart,2023-06-22 00:00:00,sess_0000015,Web
151,2055,556,view,2024-11-23 00:00:00,sess_0000016,Android App
152,382,1590,view,2024-06-30 00:00:00,sess_0000016,iOS App
153,3248,507,view,2023-04-12 00:00:00,sess_0000016,Mobile Web
154,1003,288,view,2024-12-15 00:00:00,sess_0000016,iOS App
155,3520,1895,view,2023-05-14 00:00:00,sess_0000016,Web
156,4729,279,view,2024-05-26 00:00:00,sess_0000016,Android App
157,1435,160,view,2024-07-24 00:00:00,sess_0000016,Mobile Web
158,4503,1519,view,2023-08-28 00:00:00,sess_0000016,Mobile Web
159,2195,1282,view,2023-12-19 00:00:00,sess_0000016,iOS App
160,557,335,view,2024-06-11 00:00:00,sess_0000016,Mobile Web
161,1047,71,add_to_cart,2024-09-05 00:00:00,sess_0000017,Web
162,2904,1859,view,2024-12-07 00:00:00,sess_0000017,iOS App
163,320,1221,checkout,2024-09-22 00:00:00,sess_0000017,Android App
164,3972,1201,add_to_cart,2024-09-17 00:00:00,sess_0000017,iOS App
165,3925,1620,view,2024-04-10 00:00:00,sess_0000017,iOS App
166,3358,106,add_to_cart,2023-06-03 00:00:00,sess_0000017,Mobile Web
167,4370,565,view,2023-07-09 00:00:00,sess_0000017,Web
168,483,949,add_to_cart,2023-12-22 00:00:00,sess_0000017,Web
169,1952,1518,view,2024-10-07 00:00:00,sess_0000017,iOS App
170,1066,342,view,2024-10-02 00:00:00,sess_0000017,Mobile Web
171,1247,84,purchase,2024-09-24 00:00:00,sess_0000018,Android App
172,3289,1922,view,2024-02-27 00:00:00,sess_0000018,iOS App
173,4719,748,add_to_cart,2023-06-26 00:00:00,sess_0000018,Mobile Web
174,3716,1594,add_to_cart,2023-05-05 00:00:00,sess_0000018,Android App
175,2985,847,view,2024-12-21 00:00:00,sess_0000018,Android App
176,1062,1573,checkout,2024-01-20 00:00:00,sess_0000018,Mobile Web
177,2978,1688,view,2023-02-16 00:00:00,sess_0000018,Android App
178,736,1796,add_to_cart,2024-08-28 00:00:00,sess_0000018,Web
179,3602,607,view,2024-03-25 00:00:00,sess_0000018,Android App
180,326,1146,checkout,2023-05-22 00:00:00,sess_0000018,Mobile Web
181,4317,562,view,2023-09-28 00:00:00,sess_0000019,Web
182,421,1309,view,2023-01-03 00:00:00,sess_0000019,iOS App
183,1456,1157,view,2024-08-10 00:00:00,sess_0000019,Web
184,2574,1766,checkout,2023-04-10 00:00:00,sess_0000019,Android App
185,492,1830,checkout,2024-09-18 00:00:00,sess_0000019,Android App
186,1902,1943,view,2023-05-22 00:00:00,sess_0000019,Android App
187,2759,1047,view,2024-09-28 00:00:00,sess_0000019,Web
188,3906,131,view,2024-01-25 00:00:00,sess_0000019,Mobile Web
189,451,853,checkout,2024-05-23 00:00:00,sess_0000019,Mobile Web
190,4590,44,view,2023-07-11 00:00:00,sess_0000019,Android App
191,4455,39,view,2024-09-21 00:00:00,sess_0000020,Android App
192,3510,1506,add_to_cart,2024-05-12 00:00:00,sess_0000020,Mobile Web
193,2328,1623,add_to_cart,2024-04-06 00:00:00,sess_0000020,Web
194,1694,942,checkout,2023-06-03 00:00:00,sess_0000020,iOS App
195,4026,1489,view,2023-01-24 00:00:00,sess_0000020,Web
196,2727,799,view,2024-06-04 00:00:00,sess_0000020,Web
197,4211,1159,remove_from_cart,2024-05-04 00:00:00,sess_0000020,Web
198,4323,1868,add_to_cart,2023-08-17 00:00:00,sess_0000020,Web
199,4225,410,view,2023-10-14 00:00:00,sess_0000020,Android App
200,4502,1757,view,2023-11-08 00:00:00,sess_0000020,Web
201,2448,725,purchase,2023-06-09 00:00:00,sess_0000021,Web
202,936,1306,view,2023-01-02 00:00:00,sess_0000021,Mobile Web
203,2324,1835,view,2024-01-17 00:00:00,sess_0000021,iOS App
204,4299,27,view,2024-03-19 00:00:00,sess_0000021,Android App
205,623,1337,checkout,2024-04-01 00:00:00,sess_0000021,iOS App
206,4076,1539,checkout,2023-08-18 00:00:00,sess_0000021,Mobile Web
207,750,1759,view,2023-05-16 00:00:00,sess_0000021,Android App
208,66,46,view,2023-08-07 00:00:00,sess_0000021,Web
209,604,1228,checkout,2024-09-26 00:00:00,sess_0000021,Android App
210,1849,1949,purchase,2023-08-31 00:00:00,sess_0000021,Web
211,4616,1306,view,2023-11-16 00:00:00,sess_0000022,Mobile Web
212,4644,790,view,2023-06-01 00:00:00,sess_0000022,Android App
213,2495,187,purchase,2024-08-05 00:00:00,sess_0000022,iOS App
214,120,1105,checkout,2023-10-29 00:00:00,sess_0000022,Mobile Web
215,2421,695,remove_from_cart,2023-09-19 00:00:00,sess_0000022,Web
216,1594,148,view,2023-09-18 00:00:00,sess_0000022,iOS App
217,3521,1402,view,2023-08-22 00:00:00,sess_0000022,iOS App
218,3361,339,add_to_cart,2023-04-14 00:00:00,sess_0000022,iOS App
219,2961,1088,view,2023-04-08 00:00:00,sess_0000022,Web
220,303,1528,purchase,2024-01-21 00:00:00,sess_0000022,Web
221,843,1202,view,2023-03-27 00:00:00,sess_0000023,Mobile Web
222,3174,880,add_to_cart,2023-08-08 00:00:00,sess_0000023,Android App
223,2975,47,purchase,2024-06-05 00:00:00,sess_0000023,iOS App
224,3395,1865,view,2023-02-19 00:00:00,sess_0000023,iOS App
225,3721,1588,purchase,2024-10-08 00:00:00,sess_0000023,Web
226,338,1066,view,2023-05-27 00:00:00,sess_0000023,Android App
227,4715,794,purchase,2024-09-11 00:00:00,sess_0000023,Mobile Web
228,423,1650,view,2024-09-06 00:00:00,sess_0000023,Web
229,1763,1710,add_to_cart,2024-07-03 00:00:00,sess_0000023,Android App
230,758,893,purchase,2024-04-09 00:00:00,sess_0000023,iOS App
231,232,673,view,2023-02-08 00:00:00,sess_0000024,iOS App
232,809,1388,view,2024-06-22 00:00:00,sess_0000024,Mobile Web
233,4117,873,view,2024-05-11 00:00:00,sess_0000024,iOS App
234,710,1914,purchase,2024-03-01 00:00:00,sess_0000024,Android App
235,3313,606,view,2023-07-23 00:00:00,sess_0000024,iOS App
236,4115,1986,view,2024-09-22 00:00:00,sess_0000024,Android App
237,661,1538,purchase,2023-05-18 00:00:00,sess_0000024,Android App
238,622,124,purchase,2023-08-16 00:00:00,sess_0000024,Web
239,4631,1639,view,2024-01-19 00:00:00,sess_0000024,Android App
240,504,1481,view,2023-01-09 00:00:00,sess_0000024,Android App
241,2524,1369,purchase,2023-10-27 00:00:00,sess_0000025,Android App
242,3954,228,remove_from_cart,2024-08-16 00:00:00,sess_0000025,Mobile Web
243,841,1466,add_to_cart,2023-04-02 00:00:00,sess_0000025,iOS App
244,2529,853,view,2024-07-30 00:00:00,sess_0000025,Web
245,3057,878,view,2024-03-12 00:00:00,sess_0000025,Android App
246,4085,1083,view,2023-03-08 00:00:00,sess_0000025,Mobile Web
247,1081,1542,view,2023-03-21 00:00:00,sess_0000025,Web
248,3811,460,remove_from_cart,2023-10-22 00:00:00,sess_0000025,iOS App
249,623,1536,add_to_cart,2024-04-04 00:00:00,sess_0000025,iOS App
250,1450,400,view,2024-08-03 00:00:00,sess_0000025,Web
251,3416,1869,add_to_cart,2023-01-02 00:00:00,sess_0000026,Web
252,2553,744,add_to_cart,2024-09-08 00:00:00,sess_0000026,iOS App
253,2116,1856,add_to_cart,2023-09-12 00:00:00,sess_0000026,Web
254,2628,323,view,2024-10-03 00:00:00,sess_0000026,Web
255,3810,1622,checkout,2024-10-21 00:00:00,sess_0000026,iOS App
256,1095,1459,checkout,2024-04-26 00:00:00,sess_0000026,Mobile Web
257,1449,716,view,2024-03-28 00:00:00,sess_0000026,iOS App
258,2172,1250,checkout,2024-11-02 00:00:00,sess_0000026,Android App
259,3186,1751,view,2023-03-15 00:00:00,sess_0000026,Android App
260,2219,699,view,2023-02-17 00:00:00,sess_0000026,Android App
261,3274,1272,view,2024-09-18 00:00:00,sess_0000027,Web
262,1327,973,purchase,2024-09-06 00:00:00,sess_0000027,Web
263,4512,1802,add_to_cart,2023-01-27 00:00:00,sess_0000027,Web
264,988,1550,add_to_cart,2024-03-30 00:00:00,sess_0000027,Android App
265,1006,1591,purchase,2023-05-28 00:00:00,sess_0000027,iOS App
266,3384,866,view,2023-11-20 00:00:00,sess_0000027,iOS App
267,188,208,view,2023-06-10 00:00:00,sess_0000027,Android App
268,1292,444,view,2024-12-05 00:00:00,sess_0000027,Mobile Web
269,2603,132,view,2023-07-09 00:00:00,sess_0000027,Mobile Web
270,611,995,view,2023-05-11 00:00:00,sess_0000027,iOS App
271,3496,585,view,2024-02-27 00:00:00,sess_0000028,Android App
272,2863,1883,view,2024-06-20 00:00:00,sess_0000028,Web
273,1250,1761,view,2023-12-22 00:00:00,sess_0000028,Web
274,2157,535,view,2024-09-05 00:00:00,sess_0000028,Web
275,2387,407,view,2024-11-14 00:00:00,sess_0000028,Web
276,2567,866,checkout,2023-06-10 00:00:00,sess_0000028,iOS App
277,3399,63,add_to_cart,2024-08-24 00:00:00,sess_0000028,Web
278,2237,1402,view,2023-09-19 00:00:00,sess_0000028,Web
279,4225,733,add_to_cart,2024-11-14 00:00:00,sess_0000028,iOS App
280,2544,497,view,2023-05-28 00:00:00,sess_0000028,iOS App
281,4383,1168,checkout,2023-12-29 00:00:00,sess_0000029,Android App
282,2536,1826,view,2024-11-01 00:00:00,sess_0000029,Mobile Web
283,258,1355,view,2024-12-04 00:00:00,sess_0000029,iOS App
284,1365,1498,view,2024-03-23 00:00:00,sess_0000029,Web
285,553,357,checkout,2023-04-27 00:00:00,sess_0000029,Web
286,3053,1206,view,2023-12-28 00:00:00,sess_0000029,Android App
287,4875,1105,add_to_cart,2023-03-02 00:00:00,sess_0000029,Mobile Web
288,4759,747,purchase,2023-07-27 00:00:00,sess_0000029,Web
289,22,268,view,2024-05-10 00:00:00,sess_0000029,iOS App
290,3918,131,add_to_cart,2023-08-01 00:00:00,sess_0000029,Android App
291,3512,1800,view,2023-09-18 00:00:00,sess_0000030,iOS App
292,3536,557,view,2023-12-06 00:00:00,sess_0000030,Mobile Web
293,144,512,add_to_cart,2023-02-21 00:00:00,sess_0000030,iOS App
294,1333,259,add_to_cart,2023-04-24 00:00:00,sess_0000030,Mobile Web
295,4357,1939,add_to_cart,2024-01-22 00:00:00,sess_0000030,Mobile Web
296,391,59,view,2024-09-25 00:00:00,sess_0000030,Mobile Web
297,2006,62,add_to_cart,2023-08-26 00:00:00,sess_0000030,Mobile Web
298,3995,1265,view,2024-09-23 00:00:00,sess_0000030,Android App
299,1078,1231,view,2023-03-23 00:00:00,sess_0000030,Android App
300,133,1357,view,2023-05-04 00:00:00,sess_0000030,Mobile Web
301,3507,84,add_to_cart,2024-10-07 00:00:00,sess_0000031,Web
302,3076,1843,purchase,2023-01-07 00:00:00,sess_0000031,Mobile Web
303,2269,1503,view,2024-10-07 00:00:00,sess_0000031,Web
304,1736,1806,view,2024-06-10 00:00:00,sess_0000031,iOS App
305,385,535,view,2024-07-20 00:00:00,sess_0000031,Mobile Web
306,4039,1277,add_to_cart,2023-01-19 00:00:00,sess_0000031,Web
307,4469,1731,view,2023-11-01 00:00:00,sess_0000031,Mobile Web
308,3115,405,view,2024-07-25 00:00:00,sess_0000031,Android App
309,2997,1259,remove_from_cart,2023-08-19 00:00:00,sess_0000031,Android App
310,342,1421,view,2023-04-20 00:00:00,sess_0000031,Mobile Web
311,3209,786,view,2023-07-16 00:00:00,sess_0000032,Web
312,372,1585,add_to_cart,2023-08-21 00:00:00,sess_0000032,Android App
313,362,574,add_to_cart,2024-10-04 00:00:00,sess_0000032,Mobile Web
314,2298,1013,view,2023-02-19 00:00:00,sess_0000032,Android App
315,2484,1069,add_to_cart,2024-09-19 00:00:00,sess_0000032,Mobile Web
316,3366,893,add_to_cart,2024-08-14 00:00:00,sess_0000032,iOS App
317,152,1584,checkout,2024-07-09 00:00:00,sess_0000032,Mobile Web
318,1195,396,add_to_cart,2023-10-30 00:00:00,sess_0000032,Android App
319,1671,1945,view,2023-09-11 00:00:00,sess_0000032,Web
320,2326,1278,remove_from_cart,2023-07-06 00:00:00,sess_0000032,iOS App
321,1290,1847,remove_from_cart,2023-09-18 00:00:00,sess_0000033,Android App
322,3864,1688,view,2024-07-28 00:00:00,sess_0000033,Android App
323,687,1500,remove_from_cart,2023-08-04 00:00:00,sess_0000033,Web
324,3618,477,checkout,2023-11-26 00:00:00,sess_0000033,Android App
325,3585,1252,view,2023-11-15 00:00:00,sess_0000033,Web
326,2243,1164,purchase,2024-10-14 00:00:00,sess_0000033,Android App
327,2435,1196,view,2024-01-28 00:00:00,sess_0000033,iOS App
328,503,288,view,2023-04-29 00:00:00,sess_0000033,Mobile Web
329,2821,949,checkout,2024-04-05 00:00:00,sess_0000033,Android App
330,1128,1209,checkout,2024-11-27 00:00:00,sess_0000033,Android App
331,259,681,add_to_cart,2024-11-14 00:00:00,sess_0000034,Mobile Web
332,259,1172,view,2024-03-04 00:00:00,sess_0000034,Mobile Web
333,210,1294,view,2024-06-19 00:00:00,sess_0000034,Web
334,4097,626,add_to_cart,2023-05-15 00:00:00,sess_0000034,Web
335,1913,935,purchase,2023-04-12 00:00:00,sess_0000034,iOS App
336,327,1742,view,2023-07-03 00:00:00,sess_0000034,Android App
337,1723,323,view,2024-09-09 00:00:00,sess_0000034,Mobile Web
338,4767,809,view,2023-04-15 00:00:00,sess_0000034,iOS App
339,3632,1101,checkout,2023-01-21 00:00:00,sess_0000034,Mobile Web
340,4727,636,checkout,2023-07-19 00:00:00,sess_0000034,iOS App
341,3412,903,view,2024-07-22 00:00:00,sess_0000035,Web
342,1167,1786,view,2024-08-30 00:00:00,sess_0000035,iOS App
343,810,1774,view,2024-10-25 00:00:00,sess_0000035,Mobile Web
344,300,968,checkout,2024-04-19 00:00:00,sess_0000035,Android App
345,3772,1828,checkout,2024-02-01 00:00:00,sess_0000035,Android App
346,838,512,view,2024-05-30 00:00:00,sess_0000035,Android App
347,3057,911,view,2023-01-09 00:00:00,sess_0000035,Android App
348,4248,1378,add_to_cart,2023-06-14 00:00:00,sess_0000035,Android App
349,1114,744,add_to_cart,2023-04-20 00:00:00,sess_0000035,Android App
350,4017,1483,view,2023-02-20 00:00:00,sess_0000035,Mobile Web
351,2589,201,checkout,2023-07-18 00:00:00,sess_0000036,Web
352,1849,1176,view,2024-10-05 00:00:00,sess_0000036,Android App
353,209,440,view,2023-04-02 00:00:00,sess_0000036,Mobile Web
354,401,1974,view,2024-03-06 00:00:00,sess_0000036,Web
355,1112,1552,view,2023-11-01 00:00:00,sess_0000036,Web
356,1123,1593,view,2024-07-18 00:00:00,sess_0000036,iOS App
357,1689,136,view,2024-07-28 00:00:00,sess_0000036,Mobile Web
358,1849,800,checkout,2023-03-20 00:00:00,sess_0000036,Android App
359,2333,883,view,2023-12-27 00:00:00,sess_0000036,iOS App
360,45,368,add_to_cart,2024-09-26 00:00:00,sess_0000036,Mobile Web
361,1564,1599,remove_from_cart,2024-02-09 00:00:00,sess_0000037,Mobile Web
362,214,1631,purchase,2024-03-09 00:00:00,sess_0000037,Web
363,2224,1428,view,2024-10-17 00:00:00,sess_0000037,iOS App
364,2102,1405,view,2023-01-23 00:00:00,sess_0000037,Web
365,868,1407,view,2024-05-02 00:00:00,sess_0000037,Web
366,2870,1702,view,2024-03-20 00:00:00,sess_0000037,Android App
367,3434,362,purchase,2023-01-06 00:00:00,sess_0000037,iOS App
368,4176,653,view,2023-01-06 00:00:00,sess_0000037,iOS App
369,1956,997,purchase,2024-01-18 00:00:00,sess_0000037,Web
370,3054,590,view,2023-01-04 00:00:00,sess_0000037,Web
371,3784,1457,view,2024-06-18 00:00:00,sess_0000038,Web
372,2391,977,checkout,2024-07-07 00:00:00,sess_0000038,Android App
373,3045,516,add_to_cart,2023-12-08 00:00:00,sess_0000038,Mobile Web
374,2804,1488,view,2024-07-28 00:00:00,sess_0000038,Android App
375,2513,1954,add_to_cart,2023-08-01 00:00:00,sess_0000038,Android App
376,2357,1927,view,2024-06-25 00:00:00,sess_0000038,iOS App
377,58,664,add_to_cart,2024-08-15 00:00:00,sess_0000038,Web
378,4480,522,view,2023-08-09 00:00:00,sess_0000038,Web
379,3637,1147,purchase,2023-05-24 00:00:00,sess_0000038,Web
380,6,1123,checkout,2023-09-23 00:00:00,sess_0000038,iOS App
381,731,388,view,2024-10-02 00:00:00,sess_0000039,Mobile Web
382,3762,365,view,2023-03-01 00:00:00,sess_0000039,iOS App
383,213,399,view,2023-07-26 00:00:00,sess_0000039,Web
384,1430,1747,checkout,2024-01-09 00:00:00,sess_0000039,Web
385,862,1467,add_to_cart,2023-12-31 00:00:00,sess_0000039,Mobile Web
386,2459,937,remove_from_cart,2023-03-17 00:00:00,sess_0000039,Mobile Web
387,2597,1300,add_to_cart,2023-09-10 00:00:00,sess_0000039,iOS App
388,3075,1521,add_to_cart,2024-04-19 00:00:00,sess_0000039,Android App
389,4896,1484,view,2024-09-11 00:00:00,sess_0000039,Mobile Web
390,1051,789,view,2023-07-11 00:00:00,sess_0000039,Web
