inventory_id,product_id,seller_id,stock_date,units_available,units_sold,stockout_flag
201,849,140,2023-09-03,65,61,False
202,849,140,2024-03-10,83,9,False
203,849,140,2023-04-23,152,79,False
204,158,140,2023-02-26,91,22,False
205,158,140,2023-08-13,154,16,False
206,158,140,2023-04-23,142,3,False
207,158,140,2024-09-01,160,61,False
208,158,140,2024-05-26,183,28,False
209,158,140,2024-10-27,126,3,False
210,158,140,2023-10-29,271,63,False
211,158,140,2023-12-03,148,74,False
212,700,140,2023-12-31,23,9,False
213,700,140,2023-10-15,198,27,False
214,700,140,2024-12-29,239,19,False
215,700,140,2024-01-07,300,66,False
216,700,140,2023-05-28,123,7,False
217,700,140,2024-05-12,244,9,False
218,700,140,2023-11-05,194,48,False
219,700,140,2023-09-24,160,8,False
220,700,140,2024-07-21,3,2,False
221,700,140,2023-07-09,189,27,False
222,700,140,2024-02-18,132,68,False
223,700,140,2023-04-02,275,13,False
224,1674,140,2023-10-29,171,19,False
225,1674,140,2024-07-07,288,68,False
226,1674,140,2024-11-17,54,3,False
227,1674,140,2023-07-30,211,44,False
228,1674,140,2024-04-07,276,5,False
229,1674,140,2023-01-15,253,50,False
230,1674,140,2023-04-23,95,56,False
231,1674,140,2024-10-27,289,67,False
232,1674,140,2024-03-24,52,12,False
233,889,140,2023-05-07,107,35,False
234,889,140,2023-09-17,135,76,False
235,889,140,2024-04-21,272,66,False
236,889,140,2023-12-03,154,1,False
237,889,140,2024-06-23,47,32,False
238,889,140,2023-10-15,231,43,False
239,889,140,2024-02-18,5,2,False
240,889,140,2024-10-27,190,63,False
241,889,140,2024-02-11,229,17,False
242,1208,140,2024-08-04,268,72,False
243,1208,140,2024-07-07,226,59,False
244,1208,140,2023-01-22,3,1,False
245,1208,140,2024-04-07,175,18,False
246,1208,140,2024-07-14,72,37,False
247,1208,140,2024-07-21,281,38,False
248,1208,140,2024-08-18,107,52,False
249,1208,140,2024-07-28,203,8,False
250,1208,140,2024-12-15,50,42,False
251,1208,140,2023-03-12,192,35,False
252,1082,140,2024-09-22,262,8,False
253,1082,140,2024-03-17,174,43,False
254,1082,140,2023-08-27,120,21,False
255,1082,140,2024-12-22,97,48,False
256,1082,140,2024-03-31,27,10,False
257,1082,140,2023-12-24,260,58,False
258,1082,140,2024-03-03,197,10,False
259,1082,140,2024-11-24,148,65,False
260,1082,140,2024-07-28,172,52,False
261,1082,140,2024-03-24,252,27,False
262,1082,140,2023-10-29,0,0,True
263,1082,140,2023-03-12,71,61,False
264,1515,140,2023-04-16,207,40,False
265,1515,140,2023-10-15,92,1,False
266,1515,140,2024-11-24,105,69,False
267,1515,140,2024-01-28,16,12,False
268,1515,140,2023-09-03,294,7,False
269,515,140,2023-08-20,213,69,False
270,515,140,2024-10-27,255,65,False
271,515,140,2023-09-17,41,5,False
272,515,140,2023-03-05,279,14,False
273,515,140,2024-11-03,48,15,False
274,515,140,2023-01-29,51,6,False
275,1891,140,2023-04-02,251,69,False
276,1891,140,2023-06-18,299,43,False
277,1891,140,2023-10-01,133,67,False
278,1891,140,2024-12-29,10,8,False
279,1891,140,2024-11-24,92,24,False
280,1891,140,2024-10-13,229,40,False
281,1891,140,2023-11-19,295,6,False
282,1891,140,2024-09-22,259,1,False
283,804,140,2023-08-13,44,29,False
284,804,140,2023-08-20,25,1,False
285,804,140,2023-10-01,177,38,False
286,804,140,2023-05-28,136,6,False
287,804,140,2024-11-03,201,28,False
288,804,140,2023-03-05,214,31,False
289,804,140,2024-04-21,52,18,False
290,804,140,2023-04-16,227,14,False
291,198,140,2024-04-07,152,74,False
292,198,140,2023-12-03,25,4,False
293,198,140,2023-08-06,196,44,False
294,198,140,2024-09-29,274,11,False
295,1302,140,2024-02-25,169,16,False
296,1302,140,2023-05-28,289,14,False
297,1302,140,2024-08-18,239,28,False
298,1302,140,2024-08-04,62,62,False
299,1302,140,2024-04-21,215,63,False
300,1302,140,2023-06-11,71,54,False
301,1302,140,2024-10-20,295,50,False
302,1302,140,2023-05-14,210,44,False
303,1302,140,2024-05-26,6,4,False
304,1302,140,2024-10-13,40,29,False
305,1302,140,2023-12-31,8,4,False
306,1302,140,2024-03-31,10,5,False
307,1991,140,2023-10-15,221,60,False
308,1991,140,2024-09-29,209,66,False
309,1991,140,2023-02-26,281,24,False
310,1991,140,2023-01-29,103,46,False
311,1991,140,2023-12-03,50,29,False
312,1991,140,2023-08-13,4,0,False
313,1991,140,2023-11-19,145,79,False
314,1991,140,2024-04-21,70,46,False
315,1991,140,2023-03-19,77,63,False
316,1075,140,2024-10-27,9,9,False
317,1075,140,2023-03-12,137,69,False
318,1075,140,2024-05-19,157,7,False
319,1075,140,2023-05-07,237,36,False
320,1075,140,2024-08-11,140,17,False
321,1075,140,2023-12-24,48,26,False
322,1075,140,2024-01-21,238,25,False
323,1075,140,2024-07-07,18,18,False
324,1775,140,2024-07-14,4,2,False
325,1775,140,2024-12-15,81,71,False
326,1775,140,2023-06-25,113,65,False
327,1775,140,2024-03-17,154,7,False
328,1775,140,2024-04-14,65,0,False
329,1775,140,2024-07-21,27,13,False
330,1775,140,2023-04-02,89,43,False
331,1775,140,2024-06-16,289,19,False
332,1775,140,2023-02-19,68,17,False
333,1775,140,2024-10-20,282,12,False
334,1775,140,2023-11-05,35,33,False
335,1775,140,2023-06-04,31,4,False
336,1351,140,2023-11-19,36,21,False
337,1351,140,2023-02-26,30,8,False
338,1351,140,2024-12-08,54,30,False
339,1351,140,2023-12-17,84,20,False
340,1351,140,2023-01-22,143,15,False
341,1351,140,2023-10-01,61,46,False
342,1351,140,2024-12-22,55,16,False
343,1849,140,2024-08-18,207,77,False
344,1849,140,2023-12-10,147,36,False
345,1849,140,2023-08-13,149,7,False
346,1849,140,2024-08-25,270,69,False
347,1849,140,2024-11-03,294,52,False
348,363,140,2024-06-30,189,41,False
349,363,140,2024-05-26,203,9,False
350,363,140,2024-11-17,30,23,False
351,363,140,2023-11-05,148,62,False
352,363,140,2024-03-03,40,15,False
353,326,140,2024-08-04,241,71,False
354,326,140,2023-10-01,242,15,False
355,326,140,2024-05-05,203,24,False
356,326,140,2024-12-22,276,45,False
357,326,140,2023-10-29,160,47,False
358,326,140,2023-05-28,185,5,False
359,326,140,2024-06-09,271,72,False
360,326,140,2023-06-25,270,50,False
361,326,140,2023-11-12,58,3,False
362,326,140,2024-06-16,90,63,False
363,326,140,2023-11-05,158,26,False
364,571,140,2024-03-24,4,0,False
365,571,140,2024-10-27,51,40,False
366,571,140,2023-11-05,121,4,False
367,571,140,2024-02-11,84,60,False
368,571,140,2024-12-29,123,43,False
369,571,140,2023-01-15,289,76,False
370,996,140,2023-03-26,12,6,False
371,996,140,2023-08-13,125,54,False
372,996,140,2024-03-17,265,60,False
373,996,140,2024-03-10,58,2,False
374,996,140,2024-06-30,191,31,False
375,996,140,2024-02-04,274,47,False
376,996,140,2024-07-14,178,61,False
377,996,140,2024-12-29,159,16,False
378,996,140,2024-02-11,110,6,False
379,996,140,2024-08-25,38,20,False
380,203,106,2023-01-01,298,54,False
381,203,106,2024-10-13,187,41,False
382,203,106,2023-02-19,240,19,False
383,203,106,2023-05-14,286,13,False
384,203,106,2024-09-01,131,43,False
385,203,106,2023-10-22,143,17,False
386,203,106,2023-08-13,27,27,False
387,203,106,2024-04-28,133,61,False
388,203,106,2023-09-03,140,38,False
389,1123,106,2023-11-19,161,24,False
390,1123,106,2023-03-12,200,23,False
391,1123,106,2023-06-25,2,0,False
392,1123,106,2024-12-22,11,4,False
393,1123,106,2023-12-24,264,43,False
394,1123,106,2024-06-30,113,4,False
395,1123,106,2024-05-26,272,4,False
396,1123,106,2023-10-29,73,22,False
397,1123,106,2024-02-25,212,64,False
398,668,106,2024-03-17,217,45,False
399,668,106,2024-07-14,67,46,False
400,668,106,2024-11-24,289,66,False
401,668,106,2024-05-26,187,41,False
402,977,106,2023-11-12,19,18,False
403,977,106,2023-09-03,214,62,False
404,977,106,2023-08-13,236,56,False
405,977,106,2023-10-15,108,76,False
406,977,106,2023-09-17,37,10,False
407,977,106,2024-08-11,94,7,False
408,977,106,2024-07-14,15,5,False
409,448,106,2024-11-17,263,10,False
410,448,106,2023-04-23,190,56,False
411,448,106,2024-09-22,8,1,False
412,448,106,2023-04-16,166,74,False
413,621,106,2023-03-05,62,38,False
414,621,106,2024-09-15,91,48,False
415,621,106,2023-10-01,156,14,False
416,621,106,2023-01-01,185,35,False
417,621,106,2024-06-09,37,28,False
418,621,106,2023-02-19,198,68,False
419,655,106,2024-03-03,104,59,False
420,655,106,2024-10-13,29,17,False
421,655,106,2023-05-28,272,37,False
422,655,106,2024-03-17,211,44,False
423,655,106,2024-07-14,18,0,False
424,655,106,2023-11-05,275,53,False
425,655,106,2023-12-10,65,15,False
426,655,106,2024-08-25,262,25,False
427,1875,106,2024-04-14,37,10,False
428,1875,106,2024-05-05,141,36,False
429,1875,106,2023-08-20,244,9,False
430,1875,106,2024-04-07,287,33,False
431,1875,106,2024-10-06,153,71,False
432,1875,106,2023-07-23,79,36,False
433,1875,106,2023-01-22,169,30,False
434,1875,106,2024-10-20,124,1,False
435,671,106,2024-04-28,24,21,False
436,671,106,2024-01-14,47,13,False
437,671,106,2024-12-08,291,41,False
438,671,106,2023-04-16,34,30,False
439,671,106,2024-09-15,266,58,False
440,1958,106,2023-02-12,177,49,False
441,1958,106,2024-04-21,124,47,False
442,1958,106,2023-09-24,100,15,False
443,1958,106,2023-10-08,1,1,False
444,1958,106,2023-12-31,27,24,False
445,1958,106,2024-09-08,110,32,False
446,1392,106,2024-02-18,269,11,False
447,1392,106,2024-10-06,138,13,False
448,1392,106,2023-07-09,185,51,False
449,1392,106,2023-11-26,50,36,False
450,1392,106,2023-09-10,69,14,False
451,1392,106,2024-09-15,278,65,False
452,1392,106,2023-10-08,4,3,False
453,1392,106,2023-01-01,87,1,False
454,344,106,2024-04-07,136,75,False
455,344,106,2023-10-29,212,80,False
456,344,106,2023-07-30,263,62,False
457,344,106,2024-03-10,155,46,False
458,582,106,2024-11-24,152,71,False
459,582,106,2024-04-21,151,16,False
460,582,106,2023-05-28,236,22,False
461,582,106,2024-02-04,73,61,False
462,582,106,2024-06-09,115,71,False
463,1918,106,2024-02-11,41,26,False
464,1918,106,2024-06-02,125,72,False
465,1918,106,2023-10-08,35,3,False
466,1918,106,2023-04-30,283,28,False
467,1918,106,2024-12-08,22,20,False
468,1918,106,2023-01-22,247,48,False
469,1918,106,2024-05-26,25,25,False
470,1918,106,2023-03-12,281,37,False
471,1918,106,2023-12-03,120,57,False
472,1918,106,2023-10-01,240,26,False
473,1918,106,2023-07-16,144,18,False
474,1491,106,2023-07-16,109,4,False
475,1491,106,2024-10-20,265,35,False
476,1491,106,2023-05-28,206,63,False
477,1491,106,2023-08-13,225,78,False
478,1491,106,2024-07-28,121,16,False
479,1886,106,2023-04-30,175,9,False
480,1886,106,2023-07-30,261,13,False
481,1886,106,2024-10-13,20,4,False
482,1886,106,2024-07-14,66,49,False
483,1886,106,2023-10-15,48,15,False
484,1886,106,2024-09-08,58,56,False
485,1886,106,2023-01-29,56,43,False
486,1886,106,2024-10-06,26,1,False
487,1886,106,2024-03-24,297,55,False
488,1886,106,2024-02-18,88,68,False
489,1886,106,2023-07-02,123,21,False
490,1886,106,2024-11-10,166,23,False
491,985,106,2024-04-14,168,70,False
492,985,106,2023-01-22,121,5,False
493,985,106,2024-03-24,225,70,False
494,985,106,2023-04-02,237,77,False
495,985,106,2024-06-09,24,18,False
496,985,106,2024-06-16,115,75,False
497,38,106,2023-03-05,275,64,False
498,38,106,2024-06-23,16,4,False
499,38,106,2024-03-10,107,64,False
500,38,106,2023-04-23,115,18,False
501,38,106,2023-07-30,163,41,False
502,38,106,2023-03-26,295,48,False
503,38,106,2023-11-05,149,8,False
504,38,106,2023-01-29,104,25,False
505,38,106,2024-11-10,139,24,False
506,561,106,2024-07-07,198,22,False
507,561,106,2024-06-09,218,18,False
508,561,106,2023-01-08,255,45,False
509,561,106,2023-02-19,164,31,False
510,561,106,2024-08-25,178,71,False
511,561,106,2024-01-21,194,26,False
512,1635,106,2023-11-19,160,80,False
513,1635,106,2024-12-29,257,7,False
514,1635,106,2023-10-01,141,65,False
515,1635,106,2023-01-01,238,58,False
516,82,106,2023-12-03,54,39,False
517,82,106,2023-07-16,102,75,False
518,82,106,2023-10-01,36,23,False
519,82,106,2024-09-15,174,0,False
520,900,106,2023-09-24,34,15,False
521,900,106,2024-07-07,146,68,False
522,900,106,2024-10-06,208,29,False
523,900,106,2023-01-08,213,38,False
524,900,106,2024-06-30,233,15,False
525,1607,106,2023-12-24,210,30,False
526,1607,106,2024-05-26,223,8,False
527,1607,106,2023-10-01,113,4,False
528,1607,106,2023-04-02,133,78,False
529,1607,106,2024-11-17,192,23,False
530,1607,106,2024-11-10,294,71,False
531,1607,106,2023-05-21,227,50,False
532,1419,106,2024-07-21,176,66,False
533,1419,106,2024-02-18,130,78,False
534,1419,106,2023-09-03,206,57,False
535,1419,106,2024-01-14,90,72,False
536,423,106,2023-02-12,210,41,False
537,423,106,2024-03-03,173,17,False
538,423,106,2024-08-11,114,13,False
539,423,106,2024-05-05,24,18,False
540,423,106,2024-12-22,125,31,False
541,423,106,2023-11-12,261,68,False
542,423,106,2023-03-05,114,20,False
543,483,106,2023-07-02,132,48,False
544,483,106,2024-01-14,300,28,False
545,483,106,2023-09-03,205,76,False
546,483,106,2023-04-30,265,6,False
547,483,106,2024-09-15,11,6,False
548,483,106,2024-03-24,67,17,False
549,483,106,2023-02-05,76,59,False
550,158,106,2024-03-10,82,31,False
551,158,106,2024-09-01,269,55,False
552,158,106,2023-12-24,31,3,False
553,158,106,2024-08-18,296,66,False
554,158,106,2024-10-27,208,59,False
555,158,106,2023-11-05,157,24,False
556,158,106,2023-07-02,220,33,False
557,158,106,2024-10-20,14,7,False
558,158,106,2024-11-24,40,1,False
559,158,106,2024-11-17,66,21,False
560,158,106,2023-06-25,103,78,False
561,158,106,2024-01-21,38,6,False
562,505,106,2024-03-24,271,36,False
563,505,106,2023-08-06,223,75,False
564,505,106,2024-03-17,174,65,False
565,505,106,2023-07-02,0,0,True
566,505,106,2023-05-14,296,3,False
567,505,106,2023-12-24,281,55,False
568,505,106,2024-05-05,131,51,False
569,505,106,2023-12-10,296,72,False
570,505,106,2024-11-24,28,25,False
571,505,106,2024-05-12,12,3,False
572,505,106,2024-05-19,54,10,False
573,505,106,2024-10-13,245,55,False
574,864,106,2024-11-03,11,6,False
575,864,106,2023-07-16,26,20,False
576,864,106,2023-04-23,210,44,False
577,864,106,2024-09-15,23,10,False
578,864,106,2023-12-24,92,28,False
579,864,106,2023-03-19,77,30,False
580,864,106,2024-11-17,163,21,False
581,864,106,2023-08-13,115,8,False
582,864,106,2024-06-30,135,18,False
583,864,106,2024-06-16,58,57,False
584,864,106,2024-03-31,28,10,False
585,1536,106,2024-02-25,233,1,False
586,1536,106,2024-05-19,255,53,False
587,1536,106,2023-09-03,141,49,False
588,1536,106,2024-09-22,233,39,False
589,1536,106,2023-06-25,64,46,False
590,1536,106,2023-10-29,23,12,False
591,1536,106,2023-12-24,33,32,False
592,1536,106,2024-03-10,111,79,False
593,1536,106,2023-05-14,73,52,False
594,1536,106,2023-03-05,188,65,False
595,1536,106,2023-07-30,288,35,False
596,180,106,2024-02-18,59,40,False
597,180,106,2024-05-26,289,50,False
598,180,106,2024-06-02,274,53,False
599,180,106,2023-02-19,196,69,False
600,180,106,2023-07-30,27,5,False
601,180,106,2024-03-24,124,48,False
602,180,106,2023-11-26,218,25,False
603,1803,106,2023-03-26,285,69,False
604,1803,106,2023-03-05,229,55,False
605,1803,106,2023-10-22,263,25,False
606,1803,106,2023-10-29,142,31,False
607,1803,106,2024-01-14,189,41,False
608,1803,106,2023-02-26,187,6,False
609,1803,106,2023-10-08,219,22,False
610,1803,106,2024-07-21,112,11,False
611,1803,106,2023-08-06,260,69,False
612,1803,106,2024-02-11,200,49,False
613,1803,106,2024-04-28,193,35,False
614,1803,106,2023-01-01,219,9,False
615,1340,106,2024-04-21,238,70,False
616,1340,106,2023-03-26,30,20,False
617,1340,106,2023-09-03,292,75,False
618,1340,106,2024-02-11,161,28,False
619,1795,106,2023-03-26,72,0,False
620,1795,106,2024-04-28,194,8,False
621,1795,106,2024-10-27,208,62,False
622,1795,106,2024-07-28,72,27,False
623,1795,106,2023-12-24,15,7,False
624,1795,106,2024-07-07,13,1,False
625,1795,106,2024-08-11,76,29,False
626,1795,106,2023-06-25,200,56,False
627,1795,106,2024-01-07,84,11,False
628,258,106,2023-07-23,79,55,False
629,258,106,2023-09-17,28,24,False
630,258,106,2024-10-06,261,55,False
631,258,106,2024-03-17,98,61,False
632,1158,106,2024-09-15,111,21,False
633,1158,106,2023-12-10,106,18,False
634,1158,106,2024-09-29,25,25,False
635,1158,106,2023-04-23,182,79,False
636,1563,106,2024-02-18,125,72,False
637,1563,106,2023-02-26,211,3,False
638,1563,106,2023-01-08,2,0,False
639,1563,106,2023-05-28,244,75,False
640,1563,106,2024-10-06,281,19,False
641,1007,106,2023-03-19,273,75,False
642,1007,106,2024-06-16,139,73,False
643,1007,106,2024-08-11,24,7,False
644,1007,106,2023-05-21,240,49,False
645,1007,106,2023-04-09,186,13,False
646,476,106,2024-05-26,165,64,False
647,476,106,2023-11-19,259,47,False
648,476,106,2024-03-17,32,31,False
649,476,106,2024-12-01,217,74,False
650,1139,108,2024-06-30,273,13,False
651,1139,108,2024-08-04,63,54,False
652,1139,108,2024-09-29,74,16,False
653,1139,108,2024-07-07,115,10,False
654,1139,108,2024-07-14,288,32,False
655,1139,108,2023-10-29,39,32,False
656,1139,108,2023-11-19,289,65,False
657,1139,108,2024-02-04,276,70,False
658,1139,108,2023-11-26,167,36,False
659,1762,108,2024-05-26,168,67,False
660,1762,108,2023-03-19,51,1,False
661,1762,108,2024-06-16,275,74,False
662,1762,108,2023-09-24,290,60,False
663,1762,108,2024-08-25,268,25,False
664,1762,108,2024-05-05,13,5,False
665,1762,108,2023-10-15,159,13,False
666,1762,108,2023-03-26,23,1,False
667,1762,108,2024-09-01,7,0,False
668,1762,108,2023-04-23,179,61,False
669,1762,108,2023-10-08,64,15,False
670,1762,108,2023-06-04,297,25,False
671,1158,108,2023-03-19,19,15,False
672,1158,108,2023-06-18,219,70,False
673,1158,108,2023-11-12,98,71,False
674,1158,108,2023-03-26,74,14,False
675,1158,108,2024-02-11,168,60,False
676,1626,108,2023-11-05,206,58,False
677,1626,108,2024-12-29,5,1,False
678,1626,108,2023-09-03,131,39,False
679,1626,108,2024-03-03,41,28,False
680,1626,108,2023-06-25,280,66,False
681,1626,108,2024-08-25,25,7,False
682,1626,108,2023-02-19,133,42,False
683,912,108,2024-12-01,127,45,False
684,912,108,2024-10-13,70,27,False
685,912,108,2024-05-05,286,26,False
686,912,108,2023-04-02,92,19,False
687,912,108,2024-01-28,3,2,False
688,912,108,2024-01-14,210,44,False
689,1633,108,2023-10-29,47,22,False
690,1633,108,2024-07-21,56,50,False
691,1633,108,2023-12-31,270,63,False
692,1633,108,2024-04-21,121,24,False
693,1633,108,2024-06-16,101,45,False
694,1633,108,2024-08-04,220,24,False
695,920,108,2024-02-18,249,43,False
696,920,108,2023-06-11,194,40,False
697,920,108,2024-05-19,226,78,False
698,920,108,2024-06-02,152,62,False
699,920,108,2023-09-10,51,50,False
700,920,108,2023-05-14,24,12,False
701,920,108,2024-03-24,35,6,False
702,920,108,2024-08-25,65,42,False
703,1468,108,2024-09-15,80,57,False
704,1468,108,2023-02-05,91,38,False
705,1468,108,2024-02-11,252,11,False
706,1468,108,2023-09-17,204,80,False
707,1468,108,2023-12-17,250,4,False
708,1468,108,2024-09-08,220,80,False
709,1468,108,2024-07-28,163,45,False
710,1468,108,2023-08-06,143,16,False
711,1468,108,2024-04-07,236,45,False
712,1468,108,2024-12-08,187,67,False
713,1468,108,2023-06-25,269,53,False
714,603,108,2024-10-27,13,4,False
