product_id,category,subcategory,brand,mrp,avg_rating,listing_date
173,Books,Children,HarperCollins,760.0,4.1,2023-04-23
174,Books,Comics,Scholastic,730.0,4.2,2023-03-15
175,Beauty,Haircare,Lakme,310.0,3.6,2022-03-24
176,Home & Kitchen,Cookware,Prestige,29000.0,4.8,2023-04-13
177,Electronics,Smartwatches,Apple,40710.0,3.6,2022-01-29
178,Grocery,Personal Hygiene,Britannia,340.0,3.2,2023-04-15
179,Electronics,Tablets,OnePlus,12600.0,3.0,2022-03-24
180,Sports,Footwear,Nivia,6220.0,3.4,2023-01-08
181,Beauty,Personal Care,L'Oreal,790.0,3.7,2022-12-13
182,Beauty,Skincare,Himalaya,1010.0,3.7,2022-03-22
183,Fashion,Accessories,FabIndia,7400.0,4.6,2023-05-29
184,Sports,Outdoor,Adidas,16960.0,3.3,2022-12-29
185,Beauty,Skincare,Mamaearth,3740.0,4.5,2023-01-26
186,Grocery,Dairy,Britannia,240.0,2.9,2023-01-08
187,Beauty,Haircare,L'Oreal,580.0,4.0,2023-06-22
188,Beauty,Makeup,Lakme,910.0,3.1,2022-10-23
189,Books,Children,Penguin,370.0,4.5,2023-01-26
190,Fashion,Accessories,FabIndia,2210.0,3.3,2022-10-31
191,Books,Fiction,Penguin,820.0,3.7,2022-04-10
192,Books,Academic,HarperCollins,660.0,3.0,2022-07-10
193,Home & Kitchen,Appliances,Philips,3560.0,3.7,2023-06-29
194,Books,Children,HarperCollins,900.0,3.7,2023-05-06
195,Electronics,Earphones,boAt,47320.0,4.0,2023-02-01
196,Sports,Yoga,Cosco,18550.0,3.3,2022-08-25
197,Electronics,Smartphones,OnePlus,81420.0,3.9,2022-08-22
198,Beauty,Haircare,Biotique,4230.0,4.5,2022-07-05
199,Books,Non-Fiction,Scholastic,200.0,4.2,2023-05-10
200,Electronics,Smartwatches,OnePlus,89950.0,3.4,2022-02-14
201,Home & Kitchen,Cookware,Milton,22340.0,4.3,2022-04-07
202,Electronics,Tablets,boAt,25960.0,3.9,2022-10-15
203,Beauty,Skincare,Himalaya,1040.0,3.0,2022-04-27
204,Beauty,Personal Care,L'Oreal,3290.0,4.7,2023-05-07
205,Home & Kitchen,Bedding,Cello,18460.0,4.5,2023-06-18
206,Books,Academic,Scholastic,530.0,3.4,2023-04-05
207,Sports,Yoga,Nike,6450.0,4.8,2022-05-19
208,Electronics,Smartwatches,Samsung,17000.0,4.0,2023-02-24
209,Grocery,Beverages,Amul,370.0,4.4,2022-04-15
210,Electronics,Smartwatches,Samsung,74130.0,4.2,2022-11-17
211,Beauty,Haircare,Lakme,4970.0,3.2,2022-04-07
212,Fashion,Kids Wear,FabIndia,9810.0,3.6,2022-12-27
213,Beauty,Haircare,Biotique,4350.0,3.7,2023-03-05
214,Sports,Footwear,SG,8330.0,3.9,2023-06-04
215,Electronics,Smartphones,Mi,125960.0,3.3,2022-02-24
216,Beauty,Personal Care,Mamaearth,3520.0,3.1,2022-08-01
217,Books,Fiction,Westland,170.0,5.0,2022-12-23
218,Fashion,Women Clothing,Zara,4010.0,4.6,2022-07-19
219,Beauty,Skincare,Mamaearth,480.0,4.2,2023-06-24
220,Home & Kitchen,Decor,Cello,1290.0,4.7,2022-11-14
221,Books,Comics,Penguin,320.0,4.3,2023-01-01
222,Books,Academic,Rupa,560.0,3.5,2022-08-19
223,Home & Kitchen,Bedding,Philips,20470.0,4.8,2022-05-07
224,Fashion,Accessories,Puma,2930.0,4.4,2022-06-07
225,Fashion,Footwear,Puma,9620.0,3.6,2023-03-25
226,Grocery,Beverages,Tata,840.0,4.3,2022-07-08
227,Home & Kitchen,Appliances,Prestige,18950.0,4.7,2022-09-18
228,Grocery,Dairy,Amul,900.0,4.8,2022-04-19
229,Grocery,Snacks,Dabur,210.0,4.6,2022-05-05
230,Books,Comics,Westland,310.0,4.1,2023-01-02
231,Home & Kitchen,Cookware,Philips,21750.0,4.0,2022-11-22
232,Fashion,Men Clothing,Myntra,4020.0,4.5,2022-09-06
233,Electronics,Smartwatches,Mi,60290.0,4.3,2022-12-12
234,Grocery,Personal Hygiene,Tata,660.0,3.7,2022-11-10
235,Home & Kitchen,Appliances,Cello,14050.0,4.2,2022-02-02
236,Sports,Yoga,SG,17350.0,4.3,2023-04-17
237,Beauty,Haircare,Nykaa,3290.0,4.5,2022-04-06
238,Beauty,Fragrances,Himalaya,410.0,4.7,2022-08-09
239,Sports,Outdoor,Adidas,18700.0,3.8,2023-05-05
240,Books,Non-Fiction,Penguin,530.0,3.3,2022-10-28
241,Electronics,Laptops,OnePlus,20320.0,3.2,2022-06-24
242,Books,Academic,Penguin,720.0,4.0,2022-08-24
243,Grocery,Staples,Amul,680.0,3.3,2022-08-29
244,Beauty,Makeup,Nykaa,4520.0,3.0,2022-04-13
245,Books,Academic,Rupa,340.0,3.5,2022-10-05
246,Fashion,Men Clothing,H&M,6990.0,3.3,2023-01-12
247,Electronics,Tablets,OnePlus,66160.0,3.6,2022-04-04
248,Electronics,Tablets,boAt,98780.0,5.0,2023-03-03
249,Home & Kitchen,Cookware,Cello,24120.0,3.4,2022-11-13
250,Beauty,Makeup,Mamaearth,3140.0,4.2,2022-03-08
251,Fashion,Accessories,Zara,3330.0,4.6,2022-05-18
252,Home & Kitchen,Decor,Prestige,20590.0,4.2,2023-06-05
253,Grocery,Snacks,Amul,860.0,4.3,2022-03-14
254,Electronics,Laptops,OnePlus,57810.0,4.2,2022-07-05
255,Books,Comics,Scholastic,990.0,2.9,2022-06-28
256,Fashion,Accessories,FabIndia,7170.0,3.8,2023-03-10
257,Sports,Cricket,Adidas,11480.0,3.3,2023-01-28
258,Electronics,Tablets,OnePlus,14380.0,2.9,2022-07-16
259,Sports,Fitness Equipment,SG,15900.0,4.5,2022-11-09
260,Fashion,Footwear,Biba,6380.0,3.1,2022-01-03
261,Beauty,Fragrances,Biotique,970.0,4.4,2022-10-04
262,Beauty,Haircare,Mamaearth,4050.0,4.3,2022-08-24
263,Fashion,Footwear,H&M,4830.0,3.0,2023-06-24
264,Beauty,Fragrances,Himalaya,1350.0,2.9,2023-03-22
265,Grocery,Beverages,Nestle,200.0,3.3,2022-06-30
266,Beauty,Personal Care,Mamaearth,2820.0,3.6,2023-04-06
267,Home & Kitchen,Furniture,IKEA,24670.0,2.8,2022-12-22
268,Fashion,Kids Wear,Biba,9050.0,4.0,2023-01-18
269,Sports,Footwear,Cosco,16900.0,4.7,2022-09-12
270,Sports,Outdoor,SG,17500.0,3.7,2022-12-01
271,Fashion,Footwear,W,1140.0,4.7,2023-02-19
272,Home & Kitchen,Cookware,IKEA,13840.0,4.6,2023-06-20
273,Fashion,Men Clothing,Zara,7670.0,4.6,2022-12-15
274,Home & Kitchen,Furniture,Cello,15360.0,3.8,2022-10-09
275,Home & Kitchen,Appliances,Pigeon,12180.0,3.6,2023-03-21
276,Beauty,Fragrances,Himalaya,2740.0,4.1,2023-04-13
277,Electronics,Smartwatches,Realme,16420.0,4.3,2022-01-23
278,Grocery,Dairy,Britannia,80.0,4.7,2023-03-27
279,Electronics,Smartphones,Samsung,144520.0,3.3,2023-06-21
280,Home & Kitchen,Bedding,Prestige,10230.0,3.9,2023-01-03
281,Beauty,Fragrances,Biotique,1700.0,4.2,2022-03-20
282,Sports,Yoga,Cosco,18880.0,4.3,2023-01-29
283,Beauty,Makeup,Nykaa,2860.0,4.4,2022-07-05
284,Fashion,Footwear,Biba,2230.0,4.9,2023-03-22
285,Sports,Yoga,Decathlon,570.0,4.9,2022-10-12
286,Home & Kitchen,Cookware,Pigeon,10190.0,3.7,2022-08-23
287,Beauty,Makeup,Nykaa,320.0,4.6,2022-09-28
288,Fashion,Kids Wear,FabIndia,910.0,4.6,2022-06-21
289,Home & Kitchen,Bedding,Prestige,9160.0,2.9,2022-05-14
290,Home & Kitchen,Cookware,Pigeon,25810.0,4.0,2023-05-18
291,Beauty,Haircare,L'Oreal,4380.0,3.5,2022-03-15
292,Books,Children,HarperCollins,560.0,3.4,2022-09-08
293,Grocery,Dairy,Britannia,870.0,4.3,2022-07-20
294,Home & Kitchen,Appliances,IKEA,6780.0,4.4,2022-03-28
295,Electronics,Smartphones,Sony,114740.0,3.8,2023-01-22
296,Sports,Footwear,Nike,19340.0,4.1,2022-08-02
297,Electronics,Earphones,Realme,138140.0,4.7,2022-05-31
298,Grocery,Dairy,Amul,370.0,3.6,2023-05-02
299,Electronics,Laptops,boAt,49470.0,3.1,2022-07-18
300,Books,Children,HarperCollins,330.0,4.3,2022-08-05
301,Books,Comics,Rupa,460.0,4.5,2023-01-22
302,Books,Non-Fiction,HarperCollins,190.0,3.0,2022-06-04
303,Fashion,Women Clothing,Myntra,4510.0,3.7,2023-05-04
304,Books,Fiction,Westland,890.0,4.6,2023-04-03
305,Home & Kitchen,Decor,IKEA,13940.0,4.7,2022-06-27
306,Books,Children,HarperCollins,450.0,4.9,2023-04-01
307,Sports,Footwear,Nivia,1010.0,4.2,2023-05-16
308,Grocery,Dairy,Nestle,790.0,4.9,2023-01-19
309,Sports,Footwear,Nivia,5880.0,3.3,2022-10-20
310,Grocery,Personal Hygiene,Dabur,350.0,4.1,2022-07-14
311,Beauty,Fragrances,Nykaa,4400.0,4.7,2022-09-03
312,Beauty,Fragrances,L'Oreal,2160.0,3.8,2022-01-26
313,Home & Kitchen,Furniture,Prestige,28760.0,3.9,2023-04-24
314,Home & Kitchen,Cookware,IKEA,17980.0,3.6,2022-11-02
315,Electronics,Smartphones,OnePlus,113280.0,4.5,2022-08-01
316,Electronics,Tablets,Mi,9200.0,2.9,2022-02-17
317,Sports,Footwear,Nivia,860.0,3.7,2023-02-12
318,Home & Kitchen,Appliances,Philips,7420.0,3.4,2022-09-27
319,Home & Kitchen,Furniture,Cello,29500.0,4.6,2023-03-09
320,Home & Kitchen,Furniture,IKEA,28620.0,4.8,2022-05-14
321,Beauty,Fragrances,Lakme,3190.0,4.8,2022-01-14
322,Grocery,Staples,Nestle,480.0,4.7,2022-03-22
323,Electronics,Smartphones,Realme,37200.0,3.5,2023-01-06
324,Grocery,Dairy,Tata,110.0,4.3,2023-05-29
325,Sports,Yoga,Nivia,8100.0,3.5,2022-03-24
326,Electronics,Tablets,Samsung,102580.0,3.5,2022-08-09
327,Books,Children,Rupa,460.0,3.0,2022-11-10
328,Beauty,Fragrances,L'Oreal,4620.0,3.9,2023-02-23
329,Sports,Outdoor,Nivia,200.0,4.4,2023-02-26
330,Beauty,Fragrances,Himalaya,4440.0,4.4,2022-01-17
331,Books,Academic,HarperCollins,430.0,3.6,2023-01-19
332,Electronics,Tablets,Realme,93010.0,3.4,2022-06-18
333,Books,Non-Fiction,HarperCollins,100.0,3.2,2022-07-10
334,Beauty,Fragrances,Nykaa,4290.0,3.5,2023-05-08
335,Books,Non-Fiction,Scholastic,580.0,3.2,2022-06-09
336,Electronics,Earphones,Samsung,53500.0,3.3,2022-04-01
337,Sports,Outdoor,Cosco,840.0,3.9,2023-04-07
338,Grocery,Snacks,ITC,560.0,4.6,2022-09-17
339,Beauty,Personal Care,Nykaa,920.0,3.8,2022-11-06
340,Grocery,Snacks,Tata,210.0,4.1,2022-10-16
341,Electronics,Smartphones,Realme,131130.0,3.2,2022-08-20
342,Grocery,Personal Hygiene,Amul,650.0,4.6,2022-03-26
343,Sports,Outdoor,Cosco,6340.0,4.7,2023-05-24
344,Beauty,Makeup,Lakme,1100.0,4.9,2023-01-11
345,Electronics,Tablets,Realme,28590.0,3.1,2023-06-11
346,Home & Kitchen,Furniture,IKEA,27040.0,4.9,2022-11-22
347,Sports,Fitness Equipment,Decathlon,4360.0,4.2,2023-06-24
348,Grocery,Personal Hygiene,Nestle,650.0,4.3,2023-05-16
349,Sports,Yoga,Decathlon,7000.0,4.2,2022-03-01
350,Grocery,Personal Hygiene,Britannia,320.0,4.7,2022-03-19
351,Fashion,Kids Wear,FabIndia,3440.0,4.6,2022-04-24
352,Beauty,Fragrances,Nykaa,3810.0,3.2,2022-07-30
353,Grocery,Staples,Britannia,240.0,4.0,2022-04-04
354,Sports,Fitness Equipment,Nivia,1300.0,3.2,2023-06-30
355,Electronics,Earphones,Sony,58080.0,3.4,2022-06-27
356,Home & Kitchen,Furniture,Prestige,20740.0,4.7,2023-04-20
357,Books,Non-Fiction,Penguin,860.0,4.4,2022-04-15
358,Fashion,Men Clothing,W,3280.0,3.8,2022-07-17
359,Home & Kitchen,Cookware,Prestige,9010.0,3.7,2022-07-21
360,Fashion,Men Clothing,Myntra,8850.0,3.6,2022-07-20
361,Grocery,Staples,Tata,340.0,2.9,2022-03-02
362,Grocery,Beverages,Nestle,40.0,3.8,2022-04-01
363,Books,Fiction,Penguin,650.0,4.8,2023-02-22
364,Home & Kitchen,Appliances,Cello,9230.0,4.5,2022-11-24
365,Beauty,Fragrances,Biotique,4210.0,3.8,2022-11-09
366,Home & Kitchen,Decor,Prestige,23530.0,4.4,2022-07-08
367,Sports,Yoga,Nike,3000.0,4.9,2022-10-01
368,Home & Kitchen,Furniture,Prestige,12620.0,4.3,2022-04-16
369,Electronics,Smartwatches,Samsung,137700.0,4.4,2023-01-25
370,Books,Comics,Penguin,110.0,4.8,2023-06-24
371,Books,Non-Fiction,HarperCollins,700.0,3.1,2022-05-07
372,Beauty,Personal Care,Mamaearth,2140.0,3.9,2022-05-09
373,Fashion,Men Clothing,Biba,8140.0,3.6,2023-02-16
374,Fashion,Accessories,Puma,6260.0,4.5,2022-05-30
375,Electronics,Tablets,Apple,94900.0,3.9,2022-03-30
376,Books,Fiction,Penguin,410.0,3.3,2022-12-27
377,Beauty,Haircare,Mamaearth,2800.0,3.8,2022-07-26
378,Fashion,Women Clothing,Zara,660.0,4.2,2023-04-20
379,Grocery,Beverages,Britannia,360.0,3.9,2022-05-12
380,Home & Kitchen,Furniture,Cello,14000.0,3.1,2022-12-25
381,Electronics,Earphones,OnePlus,28350.0,4.4,2022-02-15
382,Home & Kitchen,Appliances,Pigeon,890.0,4.8,2023-06-13
383,Beauty,Skincare,L'Oreal,310.0,4.0,2022-06-27
384,Grocery,Snacks,Nestle,40.0,4.5,2022-11-04
385,Beauty,Makeup,L'Oreal,4780.0,3.7,2022-12-16
386,Electronics,Tablets,Samsung,38950.0,3.0,2023-05-30
387,Books,Comics,Scholastic,400.0,3.7,2022-09-23
388,Fashion,Men Clothing,Zara,9020.0,3.5,2022-12-29
389,Beauty,Haircare,Mamaearth,2620.0,3.9,2023-06-05
390,Sports,Outdoor,Nivia,17620.0,3.6,2022-09-01
391,Electronics,Laptops,boAt,99020.0,2.9,2022-05-12
392,Fashion,Kids Wear,Zara,8870.0,5.0,2022-07-18
393,Sports,Outdoor,Nike,18460.0,3.9,2022-10-11
394,Books,Children,Penguin,780.0,4.2,2022-08-08
395,Sports,Fitness Equipment,Adidas,6720.0,4.5,2022-09-20
396,Grocery,Personal Hygiene,Britannia,800.0,4.5,2022-09-09
397,Sports,Cricket,Nivia,11480.0,3.5,2022-05-05
398,Home & Kitchen,Bedding,Cello,21990.0,4.9,2022-08-27
399,Home & Kitchen,Bedding,Philips,16910.0,4.1,2022-04-06
400,Books,Children,Westland,290.0,2.9,2022-12-06
401,Books,Non-Fiction,HarperCollins,690.0,3.7,2022-01-09
402,Grocery,Personal Hygiene,Nestle,870.0,4.5,2023-02-18
403,Grocery,Personal Hygiene,Dabur,780.0,4.6,2022-12-06
404,Beauty,Haircare,Himalaya,4460.0,3.6,2022-07-10
405,Grocery,Snacks,Britannia,910.0,4.4,2022-01-02
406,Grocery,Staples,Britannia,240.0,3.3,2022-08-03
407,Electronics,Smartwatches,Mi,77380.0,3.7,2022-11-02
408,Books,Children,Westland,910.0,4.2,2023-05-30
409,Electronics,Tablets,boAt,42140.0,4.6,2022-08-13
410,Beauty,Makeup,Biotique,1470.0,3.5,2023-05-02
411,Home & Kitchen,Furniture,Prestige,7080.0,4.2,2022-03-25
412,Beauty,Makeup,Nykaa,3450.0,4.4,2022-06-12
413,Sports,Yoga,Cosco,5630.0,4.4,2022-10-11
414,Electronics,Smartphones,Realme,95600.0,4.9,2023-01-31
415,Books,Non-Fiction,Westland,500.0,4.5,2022-05-01
416,Grocery,Personal Hygiene,Britannia,510.0,3.4,2022-08-18
417,Home & Kitchen,Appliances,Milton,10800.0,3.5,2023-01-02
418,Grocery,Dairy,Nestle,890.0,4.1,2023-03-28
419,Sports,Yoga,Cosco,4900.0,4.4,2022-02-21
420,Sports,Cricket,Decathlon,14780.0,4.6,2022-03-04
421,Grocery,Staples,Amul,790.0,4.6,2022-03-29
422,Grocery,Beverages,Britannia,490.0,4.2,2022-06-26
